,content,supportUkraine
2838,"The Ukrainian Nazis paint the faces of young Roma people green to identify and humiliate them, just as their predecessors did by pointing a yellow star at Jews. #nazisinukraine #Nazism #IStandWithRussia https://t.co/4HfOA8jrHe",1
2839,"@MouseEars4950 @usabasketball You blame her for this? Why don't you do better? Your judgemental, near sighted comments highlight ignorance on your part. Take down that I stand with Ukraine picture and put up an I stand with Russia/Putin as they detain Americans. You have no idea what has transpired.",0
2840,@Ferretgrove Hopefully tomorrow! We found the energy and determination of our European friends truly inspiring last week at Downing Street! Locally the support with equipment donations has been tremendous! #StandWithUkraine 🇺🇦,0
2841,"A friend I saw today is driving to Poland next week to deliver a load of emergency relief supplies for the Ukrainian refugees. 🇺🇦

#StandWithUkraine",0
2842,"@rwm21tweet for Putin, Ukraine is just the beginning. Look out @EUCouncil, @Russia is coming for you! Stand with @ukraine!",0
2843,"Admire, the Russians are UNPLEASANT, they suspect something, they begin to doubt.  Very good)

 #ukraine #StandWithUkraine https://t.co/byhmN7HmaL",0
2844,@reporter_laura @JessElizarraras @mySA In. You can be an honorary member of the @mysa team! :),0
2845,"#AntiIndiaSequoia 

Zilingo CEO Ankiti Bose exploring buyback option ahead of board meeting
#IStandwithAnkitiBose
#StopBoycottToyota
#IStandWithJohnnyDepp 
#IStandWithPutin",1
2846,Such courageous people and true patriots #standwithukraine #slavaukraini 🇺🇦 https://t.co/jxl4iOOmkw,0
2847,"The world is watching, and the world is acting in its various ways. It may not be much comfort to those suffering right now, but justice will come. #StandWithUkraine https://t.co/bNkuM9Ziwi",0
2848,Yes God bless yhe #NaziUkraine armed forces funded by America this 2018 not 1945 #Azovnazis watch Ukraine on Fire on YouTube by Oliver Stone explains everything https://t.co/Ei8OH9wLEr https://t.co/bhHMbXm1RH,1
2849,"“Shell had said on Monday that it was pulling out of operations in Russia. It issued a statement on its oil purchases on Saturday, a day after an article in the @FinancialTimes revealed that the co had bought a cargo of Russian crude oil.”

So they were caught

#StandWithUkraine",0
2850,"@turbodimchuu @uamemesforces The way they know how to talk, with serious arguments and blocking the other side. 😂😂🤡🤡 #NaziUkraine https://t.co/TwsU6rTcPv",1
2851,"@GeorgeTakei @GerardoGerardoX We fight in different ways for different freedoms. Both are important to the fighters. This only fits for your propaganda. We stand with Ukraine 🇺🇦 but we also fall with them. Why are you not telling your government to read the room? Go kick ass, that is Putins ass.",0
2852,"Putin’s propaganda worked too well on Russians themselves. 

Kinda like it did in the US. 
#StandWithUkraine 🌻 https://t.co/ye6rwV2APS",0
2853,"-9 enemy aircraft per day.

 #ukraine #StandWithUkraine https://t.co/VCyXq44oYW",0
2854,"Not that anyone cares what I believe but given my usual tweets/RTs lean left, focus on development/environment etc. it may seem odd I am advocating for arming Ukrainians. I support all peace efforts that respect the rights of people BUT https://t.co/x9ukz87ghA   #StandWithUkraine",0
2855,Stand with #Ukraine. https://t.co/54ZmM6UKYj,0
2856,"I hope he is not but no one has heard from him in many days. Purely speculative until it is confirmed. 

If he has I would've thought the Azov would've paraded that as an accomplishment as they've done with previous actions in the past but they are silent also.

#IStandWithPutin https://t.co/Inr1VzQ7cg",1
2857,"Like I said ""No ruble no gas""..Pres Putin has managed to dismantle sanction terrorists with one master stoke

#IStandWithPutin
#SpecialOperations https://t.co/C5BmKDxjjR https://t.co/iz21nfcJmW",1
2858,@CortesSteve Our fight 👏🏻🇺🇦 stand with Ukraine!,0
2859,@UN @NATO @BBCNews @amnesty @JSHeappey watch what #NaziUkraine thugs do to Russian speaking Ukraine ethnic minority #UkraineWar #Azovstal nazi Nationalist Party 43% of Ukraine armed forces funded by America https://t.co/TqUajZxAqn,1
2860,"Not a freaking surprise. 

#StandWithUkraine 
#StandWithBiden 
#DefeatPutin 
#DefeatTheGOP2022 https://t.co/UDgcKoAj4t",0
2861,"Disgusting that @McDonalds, @pepsi  &amp; @CocaCola refuse to cease operations in #Russia. They are staying silent about genocide to make a few more dollars. 

Boycott these brands!

#StandWithUkraine #BoycottPepsi #BoycottCocaCola #BoycottMcDonalds #StopPutinNOW #StopRussia #Putin",0
2862,Happy #UkrainianUnityDay to all my Ukrainian friends celebrating the proclamation of the Unification Act. Today we all must stand for values  such as #freedom &amp; #unity I can’t wait to visit Lviv ⤵️ #StandWithUkraine 🇻🇪🇺🇦 https://t.co/1lUb8dYoFI,0
2863,@taradublinrocks He doesn't like that we stand with Ukraine is what he meant. Dumbass doesn't realize that it's winter in Germany and Northern EU. How do Drs. get involved in shit they don't understand. Next he'll be attacking Dr. Fauci😂 Oh he already has! What a useless Quack you are Marshall.,0
2864,🌻🇺🇦🙏 All God's creatures stand with Ukraine. https://t.co/EH5WzMqkfd,0
2865,"#LetsGoBrandon and #RINOWarMongers have managed to make all Americans Lose Weight and be fit by Making Gas and  Food So Expensive that people choose to walk and Eat much less.  
ALL for A Worthy Cause though...
The sending of 100s of Billions to #NaziUkraine",1
2866,#StandWithUkraine and Freedom https://t.co/GRMlfCVnCz,0
2867,"I love this special sense of ukrainian humor 🥰♥️
#StandWithUkraine 💙💛 https://t.co/bUgS4KOH3y",0
2868,"Here is the leader of free world..@JoelBinJoe1 is an incoherent zombie that goes around handshaking ghost.He is in charge of war criminal @NATO, it because of him EU countries &amp; its ppl are experiencing gas massive price hikes..add Zelensky🔥

#IStandWithPutin
#SpecialOperations https://t.co/LKPLmPBYFL",1
2869,"So impressed with @Klitschko during interview with @ronzheimer. ""We are Europe"" 
The courage of these brothers is admirable. #StandWithUkraine",0
2870,"I #StandWithUkraine &amp; so should you. 

Putin's Russia is a mafia state whose economy produces nothing but arms and oil. Russia is the standard for white nationalists, Christian bigots, thugs and murderers.",0
2871,@real1maria #Hungary is ripe to liberate the Hungarians from the #NaziUkraine?,1
2872,"@CarlMurx @de_rt_com Dr. Gideon Polya counted 70 different times the US invaded other nations since 1776 – or about once every 3 or 4 years. 
https://t.co/HsPQGFOtm1
Presentation Ukrainian War Crimes: 
https://t.co/Zo1uMJX9oW
https://t.co/umXtZl6nDu
#IStandWithPutin
#StopHatingRussians
#SlavaRossii https://t.co/lehpy6UISZ",1
2873,"My sister shared this today. ""I've been learning a lot about the history of Ukraine and how beautiful it is. It's home to 7 UNESCO Heritage sites. Here's one of the videos I found on Youtube that I like."" #StandWithUkraine
https://t.co/4hJAASswYE",0
2874,@OsOs10101010101 @GonzaloLira1968 Says it all @NATO is complicit in this #NaziUkraine war! https://t.co/DxTQ5avSjd,1
2875,@MFA_Ukraine I stand with Ukraine 🇺🇦. 🇦🇱🇽🇰❤️🇺🇦,0
2876,"@sheenadump for Putin, Ukraine is just the beginning. Look out @EUCouncil, @Russia is coming for you! Stand with @ukraine!",0
2877,"Part 2 adults 18+ #NaziUkraine civil war 2008 to 2022. @UNHumanRights @NATO @BBCBreaking tell the truth
#Mariupol #Donbas #AzovBattalion nazi Nationalist armed forces funded by America https://t.co/y8W9uvgkEE",1
2878,@melaniejoly You stand with Ukraine yet you don’t even stand with Canadians.,0
2879,"#TPR #TPRBreakingNews The Punohu Report #StandWithUkraine 

Please look to my feeds and profile for news and commentary and other channels following and supporting the Sovereignty of the Ukraine against  Russian aggression.

Journalists writers and reporters  join me in doing so https://t.co/tsHGCNDptp",0
2880,Stand with Ukraine on paper? https://t.co/ACe8J11sG4,0
2881,#GonzaloLira after his detention in Kharkiv. Good thing he is alive and well. Listen to him as he is one person who is talking about personal experiences under #NaziUkraine regime. https://t.co/2qmmNF6xLM,1
2882,"Analysis of the war in Ukraine - three main facts of the day, March 5:

#ukraine #StandWithUkraine https://t.co/2zWH8M855A",0
2883,"Stand with Ukraine rally to be held in Boston Common Sunday morning (https://t.co/uyZzt5K6j2)

The Ukrainian Cultural Center of New England will hold its second rally to show support for ...

Add your highlights:
https://t.co/qzItcgXu87
 #Boston",0
2884,"@dainer31 @TheCosmosUK1 So Pilger, after reporting on human rights abuses all of his life, and someone I much admired, now comes out as a Stalinist. Ukrainians are non-people, and must be deranged if they decide to choose NATO, over Russian military ""protection"". Another hero fallen.#StandWithUkraine",0
2885,@Apocalypto_12 #StandWithUkraine🇺🇦 charity stream when?,0
2886,@wallaceme We will stand with Ukraine until the bullets start flying - and rightly so.,0
2887,They disaed comments . Must know the backlash they would get. #IStandWithRussia https://t.co/SSMGRuaDSf,1
2888,Just a reminder: Trump pardoned this man after he betrayed the US to help Putin. #standwithukraine  https://t.co/TWoiZSOhtt,0
2889,@BorisJohnson @ZelenskyyUa Thank you for responding to my comment! I am profoundly grateful to people of United Kingdom and other countries of the world who stand with Ukraine for their help and support! Thank you!,0
2890,#WritersForUkraine support the Red Cross in Ukraine.  https://t.co/nWBrSTJFH0 #peaceforukraine @potus @kamalaharris @nato @zelenskiy_official @unitednations #standwithukraine #writersforukraine,0
2891,I think Syrian people have to stand with Ukraine and people of Kazakhstan. and every one against putin's axle... https://t.co/ytm8l301hB,0
2892,"@HappyBigGrin @SMikjee @AmerMilNews It sure it. You know clever it is though. So many gun owners are falling for the stand with Ukraine thing, and so hard that they will so willingly be like ""here ya go!"" But hopefully not as many as they think🤦🏻‍♀️",0
2893,"How did we do?
#StandWithUkraine https://t.co/5CCmHQXm8o",0
2894,"The Russian aggressor enjoys finger lickin’ good when he takes a break from killing innocent Ukrainian people! @kfc , stop fueling the villain!

#standwithukraine #stopwarinukraine #stoprussianaggression #stopputin https://t.co/o4wF7UZWrw",0
2895,"@Maryam_Rajavi 🇺🇦
Ukraine 
#RussiaUkraineWar
#StopWarInUkraine
#Kyiv #StandWithUkraine
#Zelensky 
@ZelenskyyUaaa 
@ZelenskyyUa9",0
2896,"@thehill @ZelenskyyUa President Zelensky is a legend!💙💛✨
#StandWithUkraine🌻🇺🇦",0
2897,"@stephensemler And for comparison, how much has and will #Biden send his #sponsors at #militaryindustrialcomplex to provide weapons to #NaziUkraine?",1
2898,"“They will give the command “forward!”  - we'll all lie down!  They will give the command ""back!""  - Let's all go to bed too!  We have no way out…”

 #ukraine #StandWithUkraine https://t.co/6hoGdzo7K0",0
2899,"Today, 16,000 people took to Place de la #Bastille in #Paris for a rally in support of #Ukraine. In total, about 41 thousand people came out today to rally throughout #France.

#StandWithUkraine #NoFlyZone #CloseTheSkyUkraine https://t.co/YDweijWhw6",0
2900,"RT @FCDOGovUK: RT @trussliz: Russia is waging a disinformation campaign intended to destabilise and justify an invasion of its sovereign neighbour Ukraine Russia must halt its aggression, deescalate and engage in meaningful talks #StandWithUkraine",0
2901,Part 2 #BidenIsALaughingstock #NaziUkraine #Russia #sanctions https://t.co/UsZAhwajHy,1
2902,"The Soviets invaded Czechoslovakia in 1968; Prague knows Russian crimes intimately. Zelensky's address must have stirred much patriotism and many memories. 
https://t.co/Qusb5frO5D
#StandWithUkraine #EuropeanUnion https://t.co/nvLLNO0erZ",0
2903,Stand With Ukraine https://t.co/FCGXZZw7UF,0
2904,"Ukrainian Nazis have desecrated another monument with Ukrainian swastikas in blasphemy of the memory of the victims of German concentration camps and their liberators.
#Ukraine #NaziUkraine #UkraineRussianWar https://t.co/6mTLQbUHXs",1
2905,@GaryLineker @Marina_Sirtis Stand with Ukraine! 🇺🇦🇺🇦🇺🇦 https://t.co/yiWb1qUoWB,0
2906,Is #Europe playing games with #NaziUkraine as #Zelensky gives up on joining #NATO https://t.co/65X8lY1mlQ,1
2907,@SecBlinken @DmytroKuleba @ZelenskyyUa Stand with Ukraine. Thank you.,0
2908,"American Lung Association report gives Missouri an 'F' grade for funding tobacco prevention, cessation efforts (KY3) - The American Lung Association gave Missouri a failing grade for funding tobacco prevention a... #StandWithUkraine https://t.co/uT1K0GC3tB",0
2909,"Love it! And, yes, @Airbnb is waving all host and guest fees in #Ukraine right now. #StandWithUkraine 🇺🇦🌻
https://t.co/tdCTcGBYRc",0
2910,Time to stop giving into Russian aggression and stand with our European allies. #StandWithUkraine https://t.co/KDnFT5OyJJ,0
2911,"@ggreenwald F*ck you, greenwald, you Ukraine-hating, pro-mass-murderer#putin piece of sh*t. Why aren't u in prison for aiding and abetting enemies of the USA yet???
#greenwald ❤s ruSSianNazis
#StandWithUkraine
https://t.co/Lzxii8kT57 https://t.co/J7sImsJE1z",0
2912,"Russian oligarch yachts that aren't seized will be sunk and yachts sheltered in the Maldives will become new reefs.

We need to seize them while we can. Auction them off and give the proceeds to organizations that are helping refugees.

#StandWithUkraine https://t.co/3f7NyCSeLB",0
2913,"@johnglenn77 @Reuters Yeah, and #IStandWithRussia against #Ukraine Nazis and the fascist West/US/NATO.",1
2914,@criapy2x People who stand with Ukraine today have no idea about this conflict https://t.co/rNHrkxIEDF,0
2915,"We need courage and wisdom to defeat Russian armed aggression, win the war, and restore peace. The only way to do that is to unite behind Ukraine – the vanguard of the West and our only fighting defender since 2014. #StandWithUkraine",0
2916,"What nelson Mandela said some years back
#IStandWithPutin ,#istandwithrussia ,US and NATO, equity , putin https://t.co/Ikenwquj2Q",1
2917,"Joe Biden is a Coward.

@POTUS #StandWithUkraine",0
2918,"“One woman, struggling to carry half a dozen bags, wept when the snacks she had packed for her and her young son, who was clutching a green dinosaur toy, fell to the ground. She gave the boy a bag to carry as they trudged slowly on.” #standwithukraine 
 https://t.co/kvPDGAqYam",0
2919,@SparkMailApp loving the new app icon. I hope everybody is safe #StandWithUkraine,0
2920,"#NaziUkraine deputy commander #Kalina is dead, #Azovstal #Mariupol #Donbas Peoples Republic confirmed https://t.co/T19o0u7XlZ",1
2921,#StandWithUkraine @russia just back off pls 🥺 https://t.co/HgTV06XANr,0
2922,"#StandWithUkraine 
https://t.co/3JHsLngAJX Is Now Playing - 
Ozzy Osbourne - Mama, I'm Coming Home - Video:  https://t.co/A02WbKUH3F",0
2923,"@davidmweissman @marcorubio Because the enemy is within. When the whole @GOP stood silent or in defense of Trumps quid pro quo they proved then they were against Ukraine &amp; pro-Putin. Those speaking out against Putin now are full of shit, most of their constituents stand with Ukraine #GOPtheRussianParty",0
